from_id;to_id;flag
369;1719;srf
369;677;srf
1719;1483;srf
1483;1250;srf
1483;1308;srf
1483;421;srf
1250;1817;srf
1817;328;srf
328;1273;srf
1273;47;srf
1273;1678;srf
47;700;srf
700;269;srf
269;52;srf
52;1585;srf
1585;1583;srf
1583;718;srf
718;1003;srf
1003;517;srf
517;901;srf
901;986;srf
986;338;srf
338;412;srf
412;1187;srf
1530;1280;srf
1308;1358;srf
1358;1065;srf
1065;1190;srf
344;535;srf
535;1263;srf
535;1244;srf
1263;1647;srf
1244;1471;srf
303;1575;srf
1575;136;srf
136;1678;srf
1280;164;srf
1280;1727;srf
164;1773;srf
1773;777;srf
1773;361;srf
777;918;srf
918;851;srf
851;1135;srf
1135;854;srf
1135;980;srf
854;55;srf
55;149;srf
361;1805;srf
1727;1237;srf
1237;1398;srf
668;204;srf
204;425;srf
425;1792;srf
1792;1118;srf
1118;1749;srf
1118;813;srf
813;234;srf
234;304;srf
304;1481;srf
1224;980;srf
388;1202;srf
1202;1679;srf
1679;1775;srf
1775;677;srf
