id;fulladdress
108;RougeEau.1.0
2;RougeEau.1.1
131;RougeEau.1.2
87;RougeEau.1.3
87;RougeEau.4.0
63;RougeEau.1.4
16;RougeEau.1.5
119;RougeEau.1.6
72;RougeEau.1.7
128;RougeEau.1.8
128;RougeEau.8.0
104;RougeEau.1.9
50;RougeEau.1.10
50;RougeEau.5.0
65;RougeEau.1.11
65;RougeEau.19.0
96;RougeEau.1.12
99;RougeEau.1.13
126;RougeEau.1.14
9;RougeEau.1.15
112;RougeEau.1.16
61;RougeEau.1.17
61;RougeEau.2.0
91;RougeEau.2.1
64;RougeEau.2.2
117;RougeEau.2.3
43;RougeEau.2.4
43;RougeEau.6.0
89;RougeEau.2.5
89;RougeEau.6.1
44;RougeEau.2.6
135;RougeEau.2.7
116;RougeEau.2.8
32;RougeEau.2.9
32;RougeEau.11.0
86;RougeEau.2.10
88;RougeEau.2.11
20;RougeEau.2.12
7;RougeEau.2.13
127;RougeEau.2.14
125;RougeEau.2.15
94;RougeEau.2.16
83;RougeEau.2.17
69;RougeEau.2.18
59;RougeEau.2.19
29;RougeEau.2.20
22;RougeEau.2.21
6;RougeEau.2.22
110;RougeEau.2.23
85;RougeEau.2.24
67;RougeEau.2.25
4;RougeEau.2.26
54;RougeEau.2.27
12;RougeEau.2.28
24;RougeEau.2.29
92;RougeEau.2.30
73;RougeEau.2.31
124;RougeEau.2.32
17;RougeEau.2.33
113;RougeEau.2.34
48;RougeEau.2.35
48;RougeEau.3.0
102;RougeEau.2.36
30;RougeEau.2.37
39;RougeEau.2.38
34;RougeEau.2.39
74;RougeEau.2.40
121;RougeEau.2.41
41;RougeEau.2.42
19;RougeEau.3.1
120;RougeEau.3.2
81;RougeEau.3.3
107;RougeEau.3.4
95;RougeEau.3.5
105;RougeEau.3.6
33;RougeEau.3.7
93;RougeEau.3.8
45;RougeEau.3.9
27;RougeEau.3.10
27;RougeEau.7.0
118;RougeEau.3.11
55;RougeEau.4.1
51;RougeEau.4.2
79;RougeEau.5.1
109;RougeEau.7.1
37;RougeEau.8.1
37;RougeEau.9.0
100;RougeEau.8.2
47;RougeEau.8.3
47;RougeEau.10.1
97;RougeEau.8.4
70;RougeEau.8.5
3;RougeEau.9.1
80;RougeEau.10.2
82;RougeEau.11.1
84;RougeEau.11.2
111;RougeEau.11.3
10;RougeEau.11.4
26;RougeEau.11.5
137;RougeEau.11.6
130;RougeEau.11.7
101;RougeEau.11.8
21;RougeEau.11.9
21;RougeEau.12.0
62;RougeEau.11.10
62;RougeEau.13.0
132;RougeEau.11.11
1;RougeEau.11.12
71;RougeEau.11.13
38;RougeEau.11.14
114;RougeEau.11.15
122;RougeEau.11.16
103;RougeEau.11.17
35;RougeEau.11.18
53;RougeEau.11.19
123;RougeEau.11.20
136;RougeEau.11.21
136;RougeEau.14.0
13;RougeEau.11.22
75;RougeEau.11.23
46;RougeEau.11.24
42;RougeEau.11.25
28;RougeEau.11.26
77;RougeEau.11.27
106;RougeEau.11.28
106;RougeEau.15.0
11;RougeEau.11.29
76;RougeEau.11.30
76;RougeEau.16.0
0;RougeEau.11.31
60;RougeEau.11.32
40;RougeEau.11.33
66;RougeEau.11.34
129;RougeEau.11.35
129;RougeEau.17.0
23;RougeEau.11.36
25;RougeEau.11.37
25;RougeEau.18.0
56;RougeEau.11.38
134;RougeEau.11.39
133;RougeEau.11.40
57;RougeEau.12.1
115;RougeEau.12.2
78;RougeEau.13.1
98;RougeEau.14.1
49;RougeEau.15.1
52;RougeEau.16.1
36;RougeEau.17.1
31;RougeEau.18.1
58;RougeEau.18.2
18;RougeEau.18.3
90;RougeEau.19.1
14;RougeEau.19.2
8;RougeEau.19.3
15;RougeEau.19.4
5;RougeEau.19.5
5;RougeEau.19.6
68;RougeEau.19.7
