id;idsql
108;1
2;2
131;3
87;4
87;74
63;5
16;6
119;7
72;8
128;9
128;83
104;10
50;11
50;77
65;12
65;151
96;13
99;14
126;15
9;16
112;17
61;18
61;19
91;20
64;21
117;22
43;23
43;79
89;24
89;80
44;25
135;26
116;27
32;28
32;93
86;29
88;30
20;31
7;32
127;33
125;34
94;35
83;36
69;37
59;38
29;39
22;40
6;41
110;42
85;43
67;44
4;45
54;46
12;47
24;48
92;49
73;50
124;51
17;52
113;53
48;54
48;62
102;55
30;56
39;57
34;58
74;59
121;60
41;61
19;63
120;64
81;65
107;66
95;67
105;68
33;69
93;70
45;71
27;72
27;81
118;73
55;75
51;76
79;78
109;82
37;84
37;89
100;85
47;86
47;91
97;87
70;88
3;90
80;92
82;94
84;95
111;96
10;97
26;98
137;99
130;100
101;101
21;102
21;134
62;103
62;137
132;104
1;105
71;106
38;107
114;108
122;109
103;110
35;111
53;112
123;113
136;114
136;139
13;115
75;116
46;117
42;118
28;119
77;120
106;121
106;141
11;122
76;123
76;143
0;124
60;125
40;126
66;127
129;128
129;145
23;129
25;130
25;147
56;131
134;132
133;133
57;135
115;136
78;138
98;140
49;142
52;144
36;146
31;148
58;149
18;150
90;152
14;153
8;154
15;155
5;156
5;157
68;158
