id;idsql
3620;1
1905;24
2977;63
3611;74
4055;105
1172;120
1114;137
583;139
5157;168
4682;180
3772;191
1824;198
4009;216
4009;8170
3501;242
4380;259
2321;265
2321;266
2591;290
3149;332
1643;346
2246;364
4346;385
5045;414
682;440
2075;465
2075;500
2075;501
3303;502
4246;524
2225;536
2563;570
1346;591
527;648
5361;677
2270;698
2108;728
3027;729
2797;759
3461;795
3451;818
3561;842
2531;862
2192;883
5416;904
3948;915
1270;946
31;975
4448;1005
133;1023
762;1045
762;1077
3630;1078
1717;1086
502;1097
2132;1113
1367;1139
2205;1155
1400;1178
2324;1196
2645;1208
4587;1218
2990;1219
3778;1224
3825;1237
2626;1248
948;1265
217;1284
1527;1307
4725;1325
4511;1326
468;1339
3756;1353
4066;1369
2717;1398
4992;1432
2312;1450
2312;2313
4824;1474
2389;1513
97;1542
2696;1562
5352;1589
5352;1623
528;1624
1848;1625
3267;1635
3864;1657
5030;1675
3780;1712
1130;1733
1906;1758
1916;1781
726;1807
726;3446
4313;1829
1744;1830
1639;1857
4286;1878
4286;3362
4816;1903
1876;1933
1363;1959
5044;1983
5044;4837
1543;2020
3263;2033
5371;2052
4338;2074
364;2089
3394;2097
911;2102
911;3211
5009;2112
5009;4482
5009;4483
1843;2126
4217;2139
192;2148
1268;2154
637;2183
3861;2189
2266;2215
403;2228
5395;2239
2089;2247
1715;2248
4250;2263
674;2278
4298;2299
3437;2314
5190;2315
372;2339
5082;2359
1851;2383
3749;2414
243;2444
3629;2468
819;2501
2487;2530
2487;3680
617;2556
4768;2579
3453;2605
1655;2634
1105;2651
4807;2652
448;2653
1448;2677
4757;2701
1872;2727
5068;2753
3579;2775
3551;2790
3247;2813
2543;2814
941;2832
2847;2856
812;2879
2116;2907
4184;2938
1358;2976
3169;3003
1731;3004
426;3025
189;3060
4253;3076
4219;3096
680;3097
1387;3100
1365;3118
2241;3131
5164;3148
2301;3164
2301;3830
2301;3831
220;3184
1530;3199
1530;3956
3774;3212
3143;3221
1319;3240
295;3265
2450;3266
5326;3284
3185;3299
4691;3315
2726;3323
490;3338
2267;3361
4445;3363
1598;3364
2697;3365
5144;3380
3770;3404
2903;3424
1138;3447
4573;3448
5080;3449
5046;3469
3481;3490
2077;3512
2532;3545
556;3567
379;3592
2545;3616
3659;3647
3659;4480
3659;4481
1979;3681
3224;3682
4717;3683
2637;3691
5285;3731
5411;3786
40;3829
2542;3832
541;3872
541;8916
1707;3893
1401;3911
2595;3912
3181;3913
5222;3915
3586;3955
3586;14579
439;4008
3893;4018
1017;4041
1698;4054
1203;4055
34;4060
1664;4078
2655;4087
988;4096
988;9656
4599;4124
2507;4133
39;4145
4135;4159
14;4171
352;4179
1720;4193
4899;4199
4062;4209
1091;4215
685;4222
4830;4230
4921;4245
3552;4253
1791;4269
5256;4299
5193;4324
3676;4340
2021;4351
4183;4359
2224;4371
2084;4384
5276;4419
751;4431
2618;4448
2056;4468
2827;4485
4241;4502
4625;4519
4874;4540
2062;4568
2062;5382
1289;4605
1289;5048
1289;5049
1618;4665
2525;4693
4002;4711
2972;4730
4895;4738
2997;4757
2835;4781
4061;4798
5340;4822
496;4838
1908;4839
26;4872
4104;4898
4104;7515
2219;4923
4171;4954
4171;32288
2304;4991
251;5023
3301;5050
3528;5069
4828;5096
3974;5126
398;5155
5013;5156
3204;5173
1205;5201
2719;5219
336;5247
1330;5273
4248;5298
3297;5321
8;5345
459;5363
459;5796
459;5797
3508;5383
4827;5396
4112;5408
2328;5426
2095;5441
226;5461
2015;5485
3252;5507
2867;5521
38;5539
1873;5550
4105;5551
4943;5566
3949;5575
3443;5592
3346;5622
866;5649
2921;5677
5350;5696
1603;5707
1929;5733
555;5765
3265;5821
322;5847
4063;5862
3004;5875
4660;5888
4571;5914
3136;5930
5297;5940
2800;5984
2724;6024
4129;6072
3479;6111
278;6153
709;6183
1578;6211
330;6238
2973;6273
1092;6290
5425;6307
2786;6325
2488;6335
1104;6354
5163;6380
672;6396
672;8088
2376;6430
691;6449
2765;6467
5091;6494
3206;6517
1787;6534
1304;6544
4966;6562
4289;6571
4218;6588
860;6603
2881;6624
864;6646
1429;6666
4857;6694
1226;6695
4372;6711
5242;6739
7;6757
5294;6771
3932;6797
4607;6820
2775;6847
1142;6858
5183;6891
3904;6908
2176;6909
1211;6927
4165;6928
3961;6946
5051;6948
404;6961
1094;7009
582;7023
5089;7039
283;7053
1986;7055
729;7075
4765;7106
2855;7108
4350;7123
1812;7130
3325;7139
5025;7154
182;7172
873;7176
344;7191
2597;7211
2573;7240
4352;7266
5375;7286
2405;7313
884;7329
4697;7344
149;7371
5086;7384
1514;7401
286;7402
4916;7424
4977;7425
2233;7426
3648;7443
380;7445
2210;7471
2771;7472
779;7482
4813;7492
3006;7505
1347;7516
1585;7559
1585;8553
3499;7606
176;7681
3489;7783
1285;7853
3389;7897
5372;7936
3037;7966
5168;8019
2680;8038
1078;8039
2466;8046
3424;8050
118;8062
3881;8077
1250;8087
4855;8089
371;8112
5311;8129
494;8141
4766;8152
1397;8169
2641;8178
98;8193
1504;8205
2663;8212
2130;8220
4348;8231
3928;8236
3991;8237
2060;8251
3176;8262
4187;8284
2483;8321
4455;8355
1702;8384
2638;8425
3734;8440
4883;8481
5092;8509
2388;8531
1896;8554
1896;9826
4932;8609
5114;8633
510;8651
3036;8652
2049;8657
2667;8666
2911;8680
3352;8681
1681;8699
2395;8745
2458;8768
2462;8781
2462;10527
3983;8817
3741;8826
1454;8833
24;8841
2611;8853
2546;8860
5347;8873
4264;8884
4817;8896
4616;8902
3802;8910
3543;8917
517;8941
55;8951
287;8960
2802;8985
4304;9018
3290;9038
2275;9078
872;9109
3225;9138
1483;9150
4835;9182
3161;9201
3161;12095
2040;9230
3219;9245
964;9263
1109;9264
1480;9280
567;9304
1155;9323
2876;9330
2891;9340
5020;9352
3213;9363
4315;9370
5310;9376
1136;9388
5359;9400
2424;9425
111;9437
2583;9452
1703;9458
2540;9469
5042;9491
4693;9517
735;9522
1977;9533
755;9539
3628;9554
4889;9561
4153;9579
2914;9585
18;9586
2506;9587
4561;9607
3320;9626
3471;9632
2323;9642
1584;9655
2230;9657
1313;9667
2215;9680
436;9690
1859;9694
3396;9710
1879;9727
4820;9741
1518;9762
1518;11448
4058;9783
4058;12403
5160;9827
4879;9852
5325;9875
519;9911
123;9963
3237;9991
2691;10019
2352;10060
2277;10086
497;10098
4988;10111
4614;10123
3563;10132
3228;10147
3896;10157
1251;10171
2998;10190
5172;10225
2249;10248
1634;10269
1634;10528
4620;10283
4432;10295
4307;10308
2889;10316
59;10332
513;10346
3110;10355
1696;10367
616;10379
1153;10395
4270;10425
4296;10438
5152;10458
2229;10472
5210;10491
1636;10502
1636;11305
3853;10519
1811;10540
3594;10559
3594;11304
4908;10581
878;10590
2498;10591
2401;10615
3229;10650
702;10687
148;10709
221;10732
163;10750
4885;10761
2025;10771
5231;10804
5291;10820
1233;10829
4896;10835
979;10851
3058;10852
1467;10866
3723;10882
1520;10899
753;10917
3088;10936
5258;10949
2509;10958
883;10972
4601;10978
4496;11000
3398;11011
327;11032
1112;11052
4947;11078
2419;11108
2278;11117
2460;11146
2654;11147
2654;19373
2173;11176
768;11187
1752;11211
2421;11235
2281;11248
2965;11268
5097;11289
2454;11317
