id;idsql
1104;1
970;2
645;3
934;4
1830;5
103;6
1427;7
1074;8
1355;9
401;10
1804;11
1301;12
927;13
1349;14
1131;15
540;16
557;17
531;18
1187;19
781;20
599;21
853;22
377;23
964;24
1046;25
821;26
133;27
1030;28
877;29
119;30
979;31
186;32
1084;33
841;34
469;35
1618;36
1770;37
453;38
1440;39
1161;40
1088;41
556;42
263;43
517;44
450;45
1416;46
719;47
285;48
339;49
1078;50
187;51
354;52
1228;53
881;54
413;55
643;56
1024;57
1525;58
351;59
619;60
1544;61
654;62
330;63
11;64
666;65
364;66
403;67
768;68
196;69
734;70
733;71
886;72
1150;73
1637;74
1398;75
1191;76
1348;77
1139;78
526;79
293;80
374;81
1117;82
1775;83
204;84
1570;85
1692;86
1426;87
44;88
26;89
824;90
563;92
649;99
1383;100
1690;101
626;102
287;103
1400;104
1465;105
727;106
537;107
529;108
110;109
1748;110
1140;111
1469;112
1526;113
673;114
1212;115
1601;116
621;117
1559;118
475;119
426;120
8;121
1718;122
891;123
513;124
205;125
1359;126
547;127
1016;128
1179;133
151;134
45;135
416;136
1092;137
752;138
18;139
277;140
661;141
234;142
1101;143
1712;144
1042;145
1253;146
1233;147
189;148
445;149
742;150
1457;151
1679;152
1023;153
862;154
1286;155
1282;156
528;157
1462;158
1497;159
369;160
1494;161
1185;162
1208;163
1247;164
1504;165
828;166
179;167
43;168
470;169
1564;170
248;171
952;172
1249;173
920;174
1459;175
1727;176
1385;177
1159;178
1171;179
1510;180
1313;181
1630;182
503;183
1685;184
246;185
975;186
1053;187
1769;188
685;189
1490;190
1796;191
1628;192
1371;193
497;194
1696;195
1283;196
282;197
120;198
429;199
1607;200
698;201
716;202
159;203
447;204
652;205
356;206
334;207
659;208
129;209
10;210
989;211
1547;212
1527;213
1052;214
344;215
992;216
908;217
961;218
479;219
1814;220
783;221
1672;222
1409;223
1176;224
1751;225
883;226
1226;227
116;228
165;229
639;230
1254;231
938;232
917;233
709;234
1258;235
1193;236
468;237
955;238
1240;239
340;240
1437;241
1568;242
1345;243
101;244
1808;245
238;246
1087;247
1188;248
1596;249
948;250
656;251
1036;252
1599;253
1290;254
1049;255
1767;256
134;257
1056;258
515;259
1029;260
1606;261
499;262
1428;263
923;264
36;265
1651;266
679;267
635;268
1246;269
1032;270
400;271
294;272
290;273
19;274
554;275
1216;276
1434;277
560;278
216;279
866;280
1080;281
1129;282
1038;283
1377;284
1579;285
73;286
1294;287
1146;288
511;300
1831;301
1734;302
1369;303
1659;304
1742;305
1011;306
798;307
1169;308
1450;309
117;310
1022;311
1708;312
1439;313
121;314
1018;315
1142;316
906;317
1747;318
51;319
1797;320
1519;321
498;322
817;323
728;324
1709;325
451;326
1363;327
1126;328
618;329
1643;330
455;331
71;332
905;333
1102;334
1728;335
1404;336
457;337
650;338
1323;339
1610;340
1509;341
142;342
623;343
313;344
1079;345
454;346
1506;347
35;348
1829;349
994;350
279;351
1132;352
1505;353
562;354
33;355
1674;356
1372;357
848;358
95;359
1634;360
1330;361
425;362
1096;363
58;364
128;365
1155;366
1148;367
579;368
703;369
160;370
496;371
1761;372
604;373
1160;374
946;375
1062;376
1522;377
1317;378
343;379
1826;380
