id;cswidth;csheight
42;0.07;0.49
251;0.03;0.47
408;0.05;1.15
0;0.01;0.26
426;0.01;0.11
73;0.01;0.05
199;0.12;1.99
318;0.06;0.78
3;0.9;2.8
432;1.0;2.51
208;3.75;3.75
26;1.33;3.36
226;4.31;2.44
6;0.05;0.82
149;0.01;0.0
447;0.5;0.74
429;1.96;1.49
124;0.15;0.59
267;0.8;0.8
297;3.06;2.43
237;1.1;3.91
298;6.55;6.55
7;1.77;2.73
63;1.55;1.55
345;0.14;0.27
120;3.92;3.92
285;0.02;1.0
