id;fulladdress
5237;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.2
1958;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.1
1958;UltimaPatagonia.106.CuevaPirates.Anglais2008.b.1
1958;UltimaPatagonia.106.CuevaPirates.SalinasNew5.6
1958;UltimaPatagonia.106.CuevaPirates.PinceMi..
1605;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.3
1605;UltimaPatagonia.106.CuevaPirates.SalinasNew5..
727;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.4
727;UltimaPatagonia.106.CuevaPirates.PiratesJonction..
2904;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.5
712;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.6
712;UltimaPatagonia.106.CuevaPirates.PiratesJonction..
5416;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.7
814;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.8
814;UltimaPatagonia.106.CuevaPirates.DodgyPlumbingResurvey..
814;UltimaPatagonia.106.CuevaPirates.SalinasNew4.6
814;UltimaPatagonia.106.CuevaPirates.SalinasNew3.0
5282;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.9
5282;UltimaPatagonia.106.CuevaNoTime..
1481;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.10
1481;UltimaPatagonia.106.CuevaPirates.SalinasNew3..
3327;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.11
3327;UltimaPatagonia.106.CuevaPirates.PincemiBoucle..
4002;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.12
4002;UltimaPatagonia.106.CuevaPirates.PiratesJonction.29
4002;UltimaPatagonia.106.CuevaPirates.Rhinalto..
3142;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.13
3142;UltimaPatagonia.106.CuevaPirates.PincemiBoucle..
690;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.14
690;UltimaPatagonia.106.CuevaPirates.PiratesJonction..
956;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.15
956;UltimaPatagonia.106.CuevaPirates.Anglais2008.c.15
956;UltimaPatagonia.106.CuevaPirates.Ascension..
400;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.16
400;UltimaPatagonia.106.CuevaPirates.Anglais2008.c.16
400;UltimaPatagonia.106.CuevaPirates.PiratesJonction..
1220;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.17
1220;UltimaPatagonia.106.CuevaPirates.Anglais2008.b.17
1220;UltimaPatagonia.106.CuevaPirates.Anglais2008.c.17
1220;UltimaPatagonia.106.CuevaPirates.PrioriteADroite..
5132;UltimaPatagonia.106.CuevaPirates.Anglais2008.a.18
