id;flag
7286;ent
7286;fix
3518;ent
3518;fix
13066;ent
13066;fix
12880;ent
12880;con
12880;fix
3071;ent
3071;fix
402;ent
402;fix
3464;ent
3464;fix
1240;ent
1240;fix
388;ent
388;fix
4058;ent
4058;fix
942;ent
942;fix
14107;ent
14107;fix
12507;ent
12507;con
12507;fix
14201;ent
14201;fix
8902;ent
8902;fix
8902;air
1085;ent
1085;fix
8067;ent
8067;fix
12545;ent
12545;fix
1709;fix
7221;ent
7221;fix
3908;ent
3908;fix
14247;ent
14247;con
14247;fix
10175;ent
10175;con
10175;fix
14245;ent
14245;con
14245;fix
9720;con
770;con
7323;con
4828;ent
4828;fix
10448;ent
10448;con
10448;fix
10185;ent
10185;con
10185;fix
9626;ent
9626;con
9626;fix
10184;ent
10184;con
10184;fix
14270;ent
14270;con
14270;fix
444;ent
444;fix
9015;ent
9015;con
9015;fix
9582;ent
9582;con
9582;fix
14274;ent
14274;con
14274;fix
9933;ent
9933;con
9933;fix
653;ent
653;fix
4859;ent
4859;fix
9652;ent
9652;con
9652;fix
9652;air
10186;ent
10186;con
10186;fix
9624;ent
9624;con
9624;fix
677;ent
677;fix
7251;ent
7251;fix
8556;ent
8556;fix
12853;ent
12853;fix
2907;ent
2907;fix
1965;ent
1965;fix
9614;ent
9614;con
9614;fix
225;fix
2322;ent
2322;fix
10288;ent
10288;fix
10088;ent
10088;fix
9660;ent
9660;con
9660;fix
10473;ent
10473;con
10473;fix
4607;ent
4607;fix
6905;ent
6905;fix
13548;ent
13548;fix
13548;air
10196;ent
10196;con
10196;fix
7681;ent
7681;fix
9646;ent
9646;con
9646;fix
14260;ent
14260;con
14260;fix
14260;ent
14260;fix
14260;spr
7408;ent
7408;con
7408;fix
7408;air
9969;ent
9969;fix
4640;ent
4640;fix
12659;ent
12659;fix
10197;ent
10197;con
10197;fix
14246;ent
14246;con
14246;fix
14246;air
9945;ent
9945;con
9945;fix
9629;ent
9629;con
9629;fix
9603;ent
9603;con
9603;fix
10178;ent
10178;con
10178;fix
10192;ent
10192;con
10192;fix
497;ent
497;con
497;fix
9590;ent
9590;con
9590;fix
9612;ent
9612;con
9612;fix
10208;ent
10208;fix
9669;ent
9669;con
9669;fix
9595;ent
9595;con
9595;fix
10474;ent
10474;con
10474;fix
14227;ent
14227;con
14227;fix
10199;ent
10199;con
10199;fix
506;ent
506;con
506;fix
14282;ent
14282;con
14282;fix
14282;air
9592;ent
9592;con
9592;fix
9005;ent
9005;con
9005;fix
10452;ent
10452;con
10452;fix
10190;ent
10190;con
10190;fix
9613;ent
9613;con
9613;fix
10176;ent
10176;con
10176;fix
14331;ent
14331;con
14331;fix
499;ent
499;con
499;fix
9633;ent
9633;con
9633;fix
10475;ent
10475;con
10475;fix
14273;ent
14273;con
14273;fix
9597;ent
9597;con
9597;fix
9607;ent
9607;con
9607;fix
10180;ent
10180;con
10180;fix
10456;ent
10456;con
10456;fix
505;ent
505;con
505;fix
10203;ent
10203;con
10203;fix
9661;ent
9661;con
9661;fix
9661;air
14335;ent
14335;con
14335;fix
14335;air
8993;ent
8993;con
8993;fix
9619;ent
9619;con
9619;fix
10206;ent
10206;con
10206;fix
9615;ent
9615;con
9615;fix
9615;air
1468;ent
1468;fix
9667;ent
9667;con
9667;fix
9006;ent
9006;con
9006;fix
9623;ent
9623;con
9623;fix
10191;ent
10191;con
10191;fix
10476;ent
10476;con
10476;fix
14232;ent
14232;con
14232;fix
9649;ent
9649;con
9649;fix
9649;air
512;ent
512;con
512;fix
14266;ent
14266;con
14266;fix
14266;air
9014;ent
9014;fix
2442;ent
2442;fix
2442;air
9662;ent
9662;con
9662;fix
9589;ent
9589;con
9589;fix
9589;air
10177;ent
10177;con
10177;fix
10458;ent
10458;con
10458;fix
9585;ent
9585;con
9585;fix
13385;ent
13385;air
14343;ent
14343;con
14343;fix
14220;ent
14220;con
14220;fix
9016;ent
9016;con
9016;fix
503;ent
503;fix
10181;ent
10181;con
10181;fix
435;ent
435;con
435;fix
9622;ent
9622;con
9622;fix
10459;ent
10459;con
10459;fix
9631;ent
9631;con
9631;fix
1919;ent
9599;ent
9599;con
9599;fix
14275;ent
14275;con
14275;fix
3461;ent
3461;fix
3461;air
8994;ent
8994;con
8994;fix
10207;ent
10207;fix
9640;ent
9640;con
9640;fix
14261;ent
14261;con
14261;fix
14261;air
9922;ent
9922;con
9922;fix
9580;ent
9580;fix
6024;ent
6024;con
6024;fix
6024;air
507;ent
507;con
507;fix
9923;ent
9923;con
9923;fix
9925;ent
9925;con
9925;fix
10205;ent
10205;con
10205;fix
9630;ent
9630;con
9630;fix
10217;ent
10217;con
10217;fix
3856;con
14267;ent
14267;con
14267;fix
9017;ent
9017;fix
9632;ent
9632;con
9632;fix
9606;ent
9606;con
9606;fix
9641;ent
9641;con
9641;fix
9604;ent
9604;con
9604;fix
14230;ent
14230;con
14230;fix
14230;air
10204;fix
14280;ent
14280;con
14280;fix
14278;ent
14278;con
14278;fix
9930;ent
9930;con
9930;fix
9620;ent
9620;con
9620;fix
9618;ent
9618;con
9618;fix
8995;ent
8995;con
8995;fix
8995;ent
8995;fix
3890;ent
3890;fix
3890;air
10541;ent
10541;fix
10541;air
2134;ent
2134;fix
14012;ent
14012;fix
10198;ent
10198;con
10198;fix
9663;ent
9663;con
9663;fix
13728;ent
9018;ent
9018;con
9018;fix
