id;fulladdress
13999;MassifFolly.SystemeA21.zoneA.A21.A21.V21
13999;MassifFolly.SystemeA21.zoneA.A21.A21.V21double
13999;MassifFolly.SystemeCP.zoneCP.CP72.CP72..
2781;MassifFolly.SystemeA21.zoneA.A21.A21.1.1
5784;MassifFolly.SystemeA21.zoneA.A21.A21.1.2
5784;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023b..
6589;MassifFolly.SystemeA21.zoneA.A21.A21.1.3
6589;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Oeufs.solitaire2020a..
12119;MassifFolly.SystemeA21.zoneA.A21.A21.1.4
4423;MassifFolly.SystemeA21.zoneA.A21.A21.1.5
4423;MassifFolly.SynclinalJB.Jean-Bernard.V15.V15b..
5806;MassifFolly.SystemeA21.zoneA.A21.A21.1.6
5806;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023b..
3404;MassifFolly.SystemeA21.zoneA.A21.A21.1.7
14234;MassifFolly.SystemeA21.zoneA.A21.A21.1.8
12194;MassifFolly.SystemeA21.zoneA.A21.A21.1.9
7172;MassifFolly.SystemeA21.zoneA.A21.A21.1.10
7172;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Oeufs.oeufs2022..
13004;MassifFolly.SystemeA21.zoneA.A21.A21.1.11
13004;MassifFolly.SystemeCP.zoneCP.ReseauCP.CP7.CP7-2023..
10160;MassifFolly.SystemeA21.zoneA.A21.A21.1.12
1731;MassifFolly.SystemeA21.zoneA.A21.A21.1.13
2193;MassifFolly.SystemeA21.zoneA.A21.A21.1.14
12096;MassifFolly.SystemeA21.zoneA.A21.A21.1.15
3299;MassifFolly.SystemeA21.zoneA.A21.A21.1.16
2443;MassifFolly.SystemeA21.zoneA.A21.A21.1.17
5417;MassifFolly.SystemeA21.zoneA.A21.A21.1.18
5417;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023a..
2819;MassifFolly.SystemeA21.zoneA.A21.A21.1.19
5423;MassifFolly.SystemeA21.zoneA.A21.A21.1.20
5423;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023a..
6114;MassifFolly.SystemeA21.zoneA.A21.A21.1.21
6114;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023b..
11811;MassifFolly.SystemeA21.zoneA.A21.A21.1.22
10852;MassifFolly.SystemeA21.zoneA.A21.A21.1.23
9772;MassifFolly.SystemeA21.zoneA.A21.A21.1.24
7600;MassifFolly.SystemeA21.zoneA.A21.A21.1.25
3730;MassifFolly.SystemeA21.zoneA.A21.A21.1.26
3730;MassifFolly.SynclinalJB.Jean-Bernard.Branlots.AspiroSouffle.aspiro2023..
5166;MassifFolly.SystemeA21.zoneA.A21.A21.1.27
5166;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Poncho.Poncho..
704;MassifFolly.SystemeA21.zoneA.A21.A21.1.28
10570;MassifFolly.SystemeA21.zoneA.A21.A21.1.29
12954;MassifFolly.SystemeA21.zoneA.A21.A21.1.30
12954;MassifFolly.SystemeCP.zoneCP.ReseauCP.CP7.CP7-2021..
3199;MassifFolly.SystemeA21.zoneA.A21.A21.1.31
9731;MassifFolly.SystemeA21.zoneA.A21.A21.1.32
1122;MassifFolly.SystemeA21.zoneA.A21.A21.1.33
1999;MassifFolly.SystemeA21.zoneA.A21.A21.1.34
9637;MassifFolly.SystemeA21.zoneA.A21.A21.1.35
9637;MassifFolly.SynclinalJB.zoneC.trousC.C82
11144;MassifFolly.SystemeA21.zoneA.A21.A21.1.36
11144;MassifFolly.SystemeCP.zoneBA.BA3a.BA3a..
3869;MassifFolly.SystemeA21.zoneA.A21.A21.1.37
3869;MassifFolly.SynclinalJB.Jean-Bernard.V15.V15..
4505;MassifFolly.SystemeA21.zoneA.A21.A21.1.38
4505;MassifFolly.SynclinalJB.Jean-Bernard.V4.Ete-Indien.Ete-Indien..
7326;MassifFolly.SystemeA21.zoneA.A21.A21.1.39
7326;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Rubis.rubis.-
4965;MassifFolly.SystemeA21.zoneA.A21.A21.1.40
9755;MassifFolly.SystemeA21.zoneA.A21.A21.1.41
12171;MassifFolly.SystemeA21.zoneA.A21.A21.1.42
4624;MassifFolly.SystemeA21.zoneA.A21.A21.1.43
4624;MassifFolly.SynclinalJB.Jean-Bernard.V4.Ete-Indien.chicot..
5750;MassifFolly.SystemeA21.zoneA.A21.A21.1.44
5750;MassifFolly.SynclinalJB.Jean-Bernard.Solitaire.Solitarises.solitaire2023b..
4928;MassifFolly.SystemeA21.zoneA.A21.A21.1.45
6123;MassifFolly.SystemeA21.zoneA.A21.A21.2.0'
