id_dataset;short_name;id_subset;status;type_of_correction;last_processing_date;total_length;total_depth;percentage_csdim;number_connected_components;number_nodes;number_edges;mean_degree;min_degree;max_degree;cv_degree;number_cycles;mean_length;cv_length;length_entropy;orientation_3d_entropy;aspl;cpd;correlation_vertex_degree;country;latitude;longitude;altitude;license;citation;thanks
001;GouffreDejaVu;000;clean;no correction;11 Nov 2025;150;32.16;100;1;33;32;1.5;1.0;3.0;0.667;0;50.23;0.96;0.48;0.597;1.5;1.0;-1.0;Chile;-50.0861;-75.1594;280;CC BY-NC-SA 4.0;Centre Terre. (2024). Survey Data for the Ultima Patagonia Cave Exploration project [Dataset]. https://github.com/tr1813/ultima-patag;
002;Migovec;000;clean;manual correction;11 Nov 2025;46317;968.62;13;1;7163;7206;2.09;1.0;6.0;0.53;44;49.7;1.26;0.42;0.902;35.94;0.555;-0.304;Slovenia;46.25198;13.76394;1854;CC BY-NC-SA 4.0;ICCC, & JSDPT. (2024). Survey Data for the Tolminski Migovec Cave Exploration project (Version 2024.03.13) [Dataset]. Zenodo. https://doi.org/DOI: 10.5281/ZENODO.108130;
003;Criou;000;clean;manual correction;11 Nov 2025;31680;1669.43;28;20;5085;5091;2.02;1.0;5.0;0.523;26;55.1;1.73;0.25;0.907;23.46;0.29;-0.267;France;46.0889;6.7705;1880;CC BY-NC-SA 4.0;Robert, X., & Collectif Criou. (2023). Base de données topographiques des systèmes karstiques du massif du Criou (Samoëns, 74, France) (Version 1.0.0) [Dataset]. Zenodo. https://doi.org/10.5281/zenodo.10020918;
004;Matienzo;000;clean;semi-automatic correction;11 Nov 2025;378972;843.0;1;583;55607;55393;1.97;1.0;11.0;0.588;369;29.43;1.71;0.1;0.869;18.34;0.007;-0.297;Spain;43.3067;-3.6315;293;CC BY-NC-SA 4.0;"Matienzo Caves Project Expeditions. (2025). Matienzo Cave Survey Data 1960-2025 [Dataset, Aven .3d]. Matienzo Caves Project. https://matienzocaves.org.uk/maps_photos.htm
";
005;Sakany;000;clean;manual correction;11 Nov 2025;6846;140.71;94;12;1776;1816;2.19;1.0;5.0;0.509;52;15.45;0.9;0.59;0.94;11.88;0.195;-0.136;France;42.8359;1.5959;138;CC BY-NC-SA 4.0;"Groupe de Recherches et d’Activités Spéléologiques de Lourdes. (2024). Base de données topographiques de la grotte Sakany (Version Version of the 25/07/2015) [GHTopo]. Examples de grotte du programme GHTopo. https://ghtopo.blog4ever.com/reseau-sakany
";
006;ReveEveille;000;clean;manual correction;11 Nov 2025;330;124.5;98;1;78;77;1.5;1.0;3.0;0.667;0;110.2;1.31;0.48;0.722;1.5;1.0;-1.0;Chile;-50.0657;-75.1592;145;CC BY-NC-SA 4.0;Centre Terre. (2024). Survey Data for the Ultima Patagonia Cave Exploration project [Dataset]. https://github.com/tr1813/ultima-patag;
007;Tsanfleuron;000;clean;manual correction;11 Nov 2025;9124;667.71;99;29;1457;1436;1.82;1.0;5.0;0.564;8;44.73;1.52;0.42;0.857;3.26;0.012;-0.322;Switzerland;46.3149;7.2739;2290;CC BY-NC-SA 4.0;Groupe de Spéléologie Rhodanien (GSR), Société Spéléologique Genevoise (SSG), Spéléo-Club Jura (SCJ), & Groupe Spéléo Lausanne (GSL). (2024). Base de données topographique des systèmes karstique du lapiaz de Tsanfleuron (Unpublished raw data). [Dataset].;Thanks to Louis Stahelin for sharing the data with us, and to the GSR (Groupe de Spéléologie Rhodanien), SSG (Société Spéléologique Genevoise), SCJ (Spéléo-Club Jura), and GSL (Groupe Spéléo Lausanne) who explored, surveyed and mapped the conduits, and whithout whom this work would not have been possible. 
008;UltimaPatagonia;000;clean;no correction;11 Nov 2025;38755;693.51;16;101;5447;5406;1.92;1.0;7.0;0.572;60;39.63;1.57;0.21;0.944;5.72;0.006;-0.263;Chile;-50.2946;-75.2895;141;CC BY-NC-SA 4.0;Centre Terre. (2024). Survey Data for the Ultima Patagonia Cave Exploration project [Dataset]. https://github.com/tr1813/ultima-patag;
009;Folly;000;clean;manual correction;11 Nov 2025;85481;1890.82;10;131;13902;13861;1.96;1.0;9.0;0.567;90;43.52;1.69;0.19;0.924;17.89;0.055;-0.199;France;46.1022;6.7796;1836;CC BY-NC-SA 4.0;Robert, X. (2021). Base de données Topographiques des systèmes karstiques du massif du Folly (Samoëns, 74, France) (Version v1.0.0) [Dataset]. Zenodo. https://doi.org/DOI: 10.5281/ZENODO.4745567;
010;PlaninaPoljana;000;clean;semi-automatic correction;11 Nov 2025;25221;1144.61;89;96;5284;5239;1.93;1.0;8.0;0.57;51;20.27;1.76;0.12;0.964;11.99;0.028;-0.224;Slovenia;46.1451;13.5248;1256;CC BY-NC-SA 4.0;;
011;BreznoNaToscu;000;clean;manual correction;11 Nov 2025;1870;581.27;90;1;361;360;1.95;1.0;3.0;0.52;0;50.55;1.15;0.67;0.871;6.88;0.429;-0.37;Slovenia;46.34939;13.8619;1988;CC BY-NC-SA 4.0;;
012;PokljuskegaGrebena;000;clean;semi-automatic correction;11 Nov 2025;13364;762.25;77;3;2771;2788;2.07;1.0;5.0;0.529;20;28.14;1.33;0.37;0.961;15.22;0.198;-0.309;Slovenia;46.36131;13.90389;1,853;CC BY-NC-SA 4.0;;
013;BurringtonCombe;000;clean;manual correction;11 Nov 2025;5334;91.04;32;15;1757;1817;2.17;1.0;8.0;0.581;75;7.21;1.15;0.35;0.93;9.23;0.072;-0.169;UK;51.3244;-2.7531;99;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Burrington Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. University of Bristol Spelæological Society. https://www.ubss.org.uk;
014;CheddarCatchment;000;clean;manual correction;11 Nov 2025;27414;289.55;49;54;6657;6695;2.05;1.0;6.0;0.544;92;16.4;1.46;0.28;0.929;13.15;0.023;-0.269;UK;51.2814;-2.7642;;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). Cheddar Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
015;CountyClare;000;clean;manual correction;11 Nov 2025;76613;292.5;13;51;12455;12470;2.03;1.0;5.0;0.52;66;78.66;2.21;0.11;0.712;8.07;0.024;-0.3;Ireland;53.0571;-9.3057;172;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). County Clare Cave Survey (Ireland) [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk
";
016;CountyMayo;000;clean;manual correction;11 Nov 2025;3792;73.3;61;9;551;559;2.09;1.0;4.0;0.514;17;21.67;1.89;0.27;0.783;5.22;0.016;-0.334;Ireland;53.5368;-9.3385;35;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1987). County Mayo cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. https://www.ubss.org.uk;
017;LittleNeathRiver;000;clean;manual correction;11 Nov 2025;8633;122.43;0;2;902;925;2.24;1.0;6.0;0.481;25;42.74;1.28;0.43;0.721;14.21;0.416;-0.287;UK;51.8111;-3.5811;304;CC BY-NC-SA 4.0;"University of Bristol Spelæological Society. (1919). The Little Neath River Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk
";
018;Lathkill;000;clean;manual correction;11 Nov 2025;5099;156.0;0;7;901;897;1.94;1.0;5.0;0.589;3;38.34;1.75;0.34;0.785;5.8;0.102;-0.397;UK;53.1904;-1.7512;216.55;CC BY-NC-SA 4.0;University of Bristol Spelæological Society. (1919). The River Lathkill Catchment Area Cave Survey [Creative Commons BY-NC-SA 4.0 dataset]. Cave Survey Archive. https://www.ubss.org.uk;
019;Loser;000;clean;semi-automatic correction;11 Nov 2025;356868;1238.01;4;259;52400;53686;2.17;1.0;17.0;0.544;1545;22.4;1.28;0.15;0.959;64.62;0.069;-0.185;Austria;47.7015;13.7723;;TBD;CUCC. (2024). Loser Plateau cave survey [Dataset, Survex]. Cambridge University Caving Club. https://expo.survex.com/;
020;Vanoise;000;clean;manual correction;11 Nov 2025;2592;438.06;84;11;601;604;2.05;1.0;4.0;0.485;14;23.57;1.07;0.64;0.881;10.1;0.269;0.002;France;45.3748;6.768;;CC BY-NC-SA 4.0;Continent 8, Kern, M., & Caihol, T. (2025). Base de données topographiques de la synthèse des gouffres des domes de la Vanoise, Pralognan la Vanoise, Savoie (73) [Creative Commons BY-NC-SA 4.0 dataset, Therion project]. https://github.com/Dehautenbas/Vanoise-Therion;
021;Glacier;000;clean;manual correction;11 Nov 2025;4411;230.47;100;1;900;939;2.38;1.0;4.0;0.428;40;18.85;0.82;0.56;0.885;10.51;0.412;-0.179;Switzerland;46.43818;6.9883;1802;CC BY-NC-SA 4.0;;
022;CombeBryon;000;clean;manual correction;11 Nov 2025;4198;644.16;99;1;606;615;2.27;1.0;4.0;0.431;10;59.13;1.21;0.58;0.806;8.87;0.499;-0.244;Switzerland;46.3719;7.022;1711;CC BY-NC-SA 4.0;;
023;Charbonniere;000;clean;no correction;11 Nov 2025;116;23.72;100;1;21;20;1.5;1.0;3.0;0.667;0;38.96;1.56;0.28;0.511;1.5;1.0;-1.0;Switzerland;47.2349;7.2127;525;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
024;Lajoux;000;clean;no correction;11 Nov 2025;1305;220.16;95;1;327;326;1.97;1.0;4.0;0.55;0;22.51;1.19;0.61;0.744;7.43;0.571;-0.251;Switzerland;47.2844;7.1492;971;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
026;PuitsWilly;000;clean;no correction;11 Nov 2025;110;73.51;96;1;33;32;1.5;1.0;3.0;0.667;0;36.86;0.63;0.48;0.508;1.5;1.0;-1.0;Switzerland;47.2773;7.1534;975;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
027;CreuxDEntier;000;clean;manual correction;11 Nov 2025;1397;151.84;100;1;282;286;2.15;1.0;5.0;0.547;5;24.96;0.64;0.83;0.72;5.97;0.293;-0.162;Switzerland;47.2794;7.185;935;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
028;NarinesBoeuf;000;clean;manual correction;11 Nov 2025;700;116.72;97;1;132;133;2.06;1.0;4.0;0.499;2;20.61;0.68;0.89;0.704;5.97;0.41;-0.315;Switzerland;47.2499;7.1739;954;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
029;RougeEau;000;clean;no correction;11 Nov 2025;655;131.06;98;1;138;137;1.94;1.0;3.0;0.522;0;19.85;1.22;0.66;0.705;6.02;0.492;-0.375;Switzerland;47.2516;7.1838;137;CC BY-NC-SA 4.0;SCJ. (2024). Relevé topographiques [Dataset]. Spéléo-Club Jura. https://speleoclubjura.com/index.php/scj;
031;DYO;000;clean;manual correction;11 Nov 2025;16385;123.46;0;1;2133;2143;2.02;1.0;14.0;0.945;11;13.68;1.36;0.11;0.761;47.01;0.55;-0.455;UK;51.830165;-3.686333;225;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
032;FermanagAndCavan;000;ready for cleaning;manual correction;11 Nov 2025;1231;65.09;83;1;278;280;2.06;1.0;5.0;0.596;3;17.6;0.98;0.72;0.834;7.92;0.579;-0.213;Ireland;54.2083;-7.7482;300;TBD;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
033;WestKingsdale;000;clean;semi-automatic correction;11 Nov 2025;12698;166.08;1;13;2323;2328;2.04;1.0;5.0;0.563;18;47.38;1.99;0.25;0.77;7.68;0.197;-0.302;UK;54.1839;-2.4675;252.81;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
035;EastKingsdale;000;clean;no correction;11 Nov 2025;1035;131.24;0;2;231;229;1.91;1.0;4.0;0.578;0;24.09;1.28;0.54;0.757;4.75;0.172;-0.437;UK;54.1811;-2.46114;292;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
036;ShkembejtJames;000;clean;semi-automatic correction;11 Nov 2025;2808;532.54;0;7;420;413;1.52;1.0;4.0;0.626;0;127.66;1.06;0.8;0.822;1.64;0.029;-0.582;Albania;42.504;19.7439;1810;TBD;;
037;FountainsFell;000;clean;semi-automatic correction;11 Nov 2025;8039;198.18;0;8;1482;1483;2.01;1.0;5.0;0.561;9;35.73;1.92;0.3;0.775;7.36;0.049;-0.388;UK;54.137652;-2.234087;;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
038;Ingleborough;000;clean;semi-automatic correction;11 Nov 2025;7789;226.35;10;12;1327;1318;1.86;1.0;4.0;0.598;3;63.85;2.06;0.35;0.81;3.4;0.016;-0.386;UK;54.146915;-2.41319;415;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
039;DunaldMill;000;clean;automatic correction;11 Nov 2025;260;24.0;0;1;62;61;1.78;1.0;4.0;0.676;0;32.52;1.36;0.47;0.665;2.33;0.67;-0.5;UK;54.1021;-2.7417;86;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
040;Nidderdale;000;clean;manual correction;11 Nov 2025;5173;90.54;80;6;971;983;2.14;1.0;4.0;0.474;18;30.79;1.4;0.34;0.822;11.92;0.369;-0.232;UK;54.1807;-1.8486;237;CC BY-NC-SA 4.0;;
041;ThreeCounties;000;clean;semi-automatic correction;11 Nov 2025;90323;251.22;0;39;18673;18872;2.12;1.0;7.0;0.535;238;25.45;1.61;0.15;0.851;25.35;0.13;-0.256;UK;54.23107;-2.51775;330.92;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
042;DowProv;000;clean;no correction;11 Nov 2025;2621;75.14;0;1;412;412;2.0;1.0;5.0;0.548;1;53.5;1.72;0.4;0.651;8.88;0.411;-0.499;UK;54.1645;-2.027533;400;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
043;HaggBeck;000;clean;manual correction;11 Nov 2025;3222;108.84;0;5;507;507;2.0;1.0;5.0;0.526;5;35.8;1.95;0.27;0.731;8.7;0.276;-0.251;UK;54.2094;-2.1643;350;CC BY-NC-SA 4.0;UK Cave Registry. (2024). Cave survey [Creative Commons BY-NC-SA 4.0 dataset]. https://cave-registry.org.uk;
047;Seefeldhoele;000;clean;manual correction;11 Nov 2025;2240;35.71;100;1;748;899;2.78;1.0;5.0;0.399;152;4.25;0.84;0.54;0.774;17.91;0.434;-0.069;Switzerland;46.7573;7.8339;1792;CC BY-NC-SA 4.0;;
048;Banquier;000;clean;manual correction;11 Nov 2025;12838;196.36;17;1;2054;2083;2.17;1.0;5.0;0.487;30;35.66;1.96;0.18;0.876;24.93;0.462;-0.268;France;43.7831;3.3933;460;CC BY-NC-SA 4.0;Karst3D Team (2019). KARST3D. OSU OREME. (Collection). DOI: 10.15148/940C2882-49F1-49DB-A97E-12303CACE752;
049;Cochon;000;clean;manual correction;11 Nov 2025;4286;178.49;0;1;843;848;2.06;1.0;4.0;0.532;6;25.52;1.34;0.34;0.931;14.8;0.541;-0.307;France;43.8024;3.4196;647;CC BY-NC-SA 4.0;Karst3D Team (2019). KARST3D. OSU OREME. (Collection). DOI: 10.15148/940C2882-49F1-49DB-A97E-12303CACE752;
050;Andara;000;clean;semi-automatic correction;11 Nov 2025;64773;1826.22;33;83;7600;7594;1.99;1.0;17.0;0.606;77;52.75;2.01;0.18;0.891;8.95;0.026;-0.1;Spain;43.2161538;-4.7242563;1785;CC BY-NC-SA 4.0;;
