id;fulladdress
937;Tsanfleuron.D37_GouffreDuBeutche.a0
937;Tsanfleuron.D37_GouffreDuBeutche.e0
117;Tsanfleuron.D37_GouffreDuBeutche.a1
399;Tsanfleuron.D37_GouffreDuBeutche.a2
399;Tsanfleuron.D37_GouffreDuBeutche.b0
1419;Tsanfleuron.D37_GouffreDuBeutche.b1
1458;Tsanfleuron.D37_GouffreDuBeutche.a3
729;Tsanfleuron.D37_GouffreDuBeutche.a4
7;Tsanfleuron.D37_GouffreDuBeutche.a5
890;Tsanfleuron.D37_GouffreDuBeutche.a6
1358;Tsanfleuron.D37_GouffreDuBeutche.a7
144;Tsanfleuron.D37_GouffreDuBeutche.a8
1431;Tsanfleuron.D37_GouffreDuBeutche.a9
518;Tsanfleuron.D37_GouffreDuBeutche.a10
535;Tsanfleuron.D37_GouffreDuBeutche.a11
1138;Tsanfleuron.D37_GouffreDuBeutche.a12
1293;Tsanfleuron.D37_GouffreDuBeutche.a13
584;Tsanfleuron.D37_GouffreDuBeutche.a14
1056;Tsanfleuron.D37_GouffreDuBeutche.a15
1056;Tsanfleuron.D37_GouffreDuBeutche.c0
191;Tsanfleuron.D37_GouffreDuBeutche.c1
226;Tsanfleuron.D37_GouffreDuBeutche.a16
226;Tsanfleuron.D37_GouffreDuBeutche.d0
727;Tsanfleuron.D37_GouffreDuBeutche.d1
1035;Tsanfleuron.D37_GouffreDuBeutche.a17
1097;Tsanfleuron.D37_GouffreDuBeutche.a18
715;Tsanfleuron.D37_GouffreDuBeutche.a19
465;Tsanfleuron.D37_GouffreDuBeutche.a20
655;Tsanfleuron.D37_GouffreDuBeutche.a21
1437;Tsanfleuron.D37_GouffreDuBeutche.e1
301;Tsanfleuron.D37_GouffreDuBeutche.e2
1129;Tsanfleuron.D37_GouffreDuBeutche.e3
1317;Tsanfleuron.D37_GouffreDuBeutche.e4
400;Tsanfleuron.D37_GouffreDuBeutche.e5
400;Tsanfleuron.D37_GouffreDuBeutche.f0
603;Tsanfleuron.D37_GouffreDuBeutche.e6
1255;Tsanfleuron.D37_GouffreDuBeutche.e7
259;Tsanfleuron.D37_GouffreDuBeutche.e8
784;Tsanfleuron.D37_GouffreDuBeutche.f1
784;Tsanfleuron.D37_GouffreDuBeutche.g0
